X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
396455.48,139555.85,25138044,2025/09/09 22:40:06+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,3901,Precinct 35,38.92386989,-77.04087559,ADAMS MORGAN,2025/09/09 22:07:00+00,2025/09/09 22:20:00+00,811401228,
402258.64,139078.15,25138128,2025/09/10 01:08:23+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2299 BLOCK OF ADAMS PLACE NE,402258.64,139078.15,5,5C,5,505,Cluster 22,011100 3,11100,Precinct 72,38.91957086,-76.97395482,,2025/09/10 00:36:00+00,2025/09/10 00:39:00+00,811401229,
397229.12,138854.54,25140056,2025/09/13 04:00:00+00,MIDNIGHT,KNIFE,HOMICIDE,2000 - 2099 BLOCK OF 14TH STREET NW,397229.12,138854.54,1,1B,3,301,Cluster 3,004300 2,4300,Precinct 22,38.91755504,-77.0319511,,2025/09/13 07:52:00+00,2025/09/13 07:52:00+00,811401230,
400292.9,130214.41,25140650,2025/09/14 14:13:27+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3335 - 3499 BLOCK OF 7TH STREET SE,400292.9,130214.41,8,8C,7,705,Cluster 39,009804 1,9804,Precinct 122,38.83972569,-76.99662624,,2025/09/13 19:00:00+00,2025/09/14 13:00:00+00,811401231,
400511.4,131360.06,25141415,2025/09/15 22:43:23+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 2699 BLOCK OF PECAN STREET SE,400511.4,131360.06,8,8C,7,703,Cluster 43,010400 3,10400,Precinct 119,38.85004611,-76.99410861,,2025/09/15 21:42:00+00,2025/09/15 22:30:00+00,811401232,
401701.35,136862.76,25142923,2025/09/18 22:54:43+00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,7,7D,5,507,Cluster 25,007901 4,7901,Precinct 81,38.89961512,-76.98038661,,2025/09/18 20:14:00+00,2025/09/18 21:25:00+00,811401233,
396917.52,137976.35,25144686,2025/09/22 00:08:46+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF P STREET NW,396917.52,137976.35,2,2B,2,208,Cluster 6,005202 2,5202,Precinct 16,38.90964298,-77.03554023,,2025/09/21 20:35:00+00,2025/09/21 21:05:00+00,811401234,
398398.74,142289.89,25145593,2025/09/23 19:14:42+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF DECATUR STREET NW,398398.74,142289.89,4,4D,4,407,Cluster 18,002202 2,2202,Precinct 55,38.94850463,-77.01847219,,2025/09/23 14:00:00+00,2025/09/23 14:15:00+00,811401235,
394867.62,137533.27,25145867,2025/09/24 06:37:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1226 BLOCK OF 30TH STREET NW,394867.62,137533.27,2,2E,2,206,Cluster 4,000102 3,102,Precinct 5,38.90564198,-77.05917175,GEORGETOWN,2025/09/24 01:00:00+00,2025/09/25 03:55:00+00,811401621,
396455.48,139555.85,25145951,2025/09/24 12:47:51+00,DAY,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,3901,Precinct 35,38.92386989,-77.04087559,ADAMS MORGAN,2025/09/24 11:57:00+00,2025/09/24 11:59:00+00,811401622,
399823.16,137425.67,25136376,2025/09/06 21:07:31+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 3RD STREET NE,399823.16,137425.67,6,6C,5,501,Cluster 25,010602 4,10602,Precinct 144,38.90468765,-77.00203878,NOMA,2025/09/06 02:15:00+00,2025/09/06 03:30:00+00,811402571,
399402.89,128696.4,25138893,2025/09/11 16:27:36+00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF ELMIRA STREET SE,399402.89,128696.4,8,8D,7,708,Cluster 39,009810 2,9810,Precinct 126,38.8260506,-77.00687647,,2025/08/15 03:06:00+00,2025/09/11 14:18:00+00,811402648,
401728.26,138813.54,25139319,2025/09/12 03:57:48+00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5D,5,506,Cluster 23,008803 1,8803,Precinct 76,38.91718837,-76.98007148,,2025/09/12 02:49:00+00,2025/09/12 03:15:00+00,811402649,
393951.8,141051.7,25139400,2025/09/12 11:21:26+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF PORTER STREET NW,393951.8,141051.7,3,3C,2,203,Cluster 15,000600 4,600,Precinct 27,38.9373313,-77.06976133,,2025/09/11 07:35:00+00,2025/09/11 07:37:00+00,811402650,
397496.1,136376.74,25141176,2025/09/15 14:27:03+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,397496.1,136376.74,2,2C,2,209,Cluster 8,005802 3,5802,Precinct 129,38.89523496,-77.02886351,DOWNTOWN,2025/09/15 13:38:00+00,2025/09/15 14:00:00+00,811402651,
399778.82,137532.05,25142240,2025/09/17 15:17:53+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,10602,Precinct 144,38.90564594,-77.00255001,NOMA,2025/09/17 15:00:00+00,,811402652,
395377.27,137400.25,25142243,2025/09/17 15:31:54+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 25TH STREET NW,395377.27,137400.25,2,2A,2,207,Cluster 5,005503 1,5503,Precinct 4,38.90444652,-77.05329505,,2025/09/17 12:57:00+00,2025/09/17 14:00:00+00,811402653,
397704.56,145832.64,25142436,2025/09/17 22:31:20+00,EVENING,OTHERS,THEFT/OTHER,7400 - 7599 BLOCK OF GEORGIA AVENUE NW,397704.56,145832.64,4,4B,4,401,Cluster 17,010300 2,10300,Precinct 63,38.98041706,-77.02649214,,2025/09/17 21:38:00+00,2025/09/17 22:09:00+00,811402654,
402239.99,137071.12,25144441,2025/09/21 15:11:52+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 21ST STREET NE,402239.99,137071.12,5,5D,5,507,Cluster 23,008904 2,8904,Precinct 79,38.9014909,-76.97417642,,2025/09/21 14:20:00+00,2025/09/21 15:17:00+00,811402655,
398638.72,138583.03,25145408,2025/09/23 14:30:33+00,DAY,OTHERS,BURGLARY,1810 - 1899 BLOCK OF 3RD STREET NW,398638.72,138583.03,1,1B,3,306,Cluster 3,003400 3,3400,Precinct 20,38.91511251,-77.01569642,,2025/09/23 06:13:00+00,2025/09/23 12:30:00+00,811402656,
397174.11,140033.11,25145829,2025/09/24 02:33:55+00,EVENING,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF 14TH STREET NW,397174.11,140033.11,1,1A,3,302,Cluster 2,002802 3,2802,Precinct 36,38.9281718,-77.03259028,,2025/09/24 01:52:00+00,2025/09/24 02:30:00+00,811402657,
397855.45,143555.5,25146448,2025/09/25 07:23:18+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,800 - 871 BLOCK OF MISSOURI AVENUE NW,397855.45,143555.5,4,4D,4,403,Cluster 18,002101 1,2101,Precinct 58,38.95990442,-77.02474357,,2025/09/25 07:15:00+00,,811402658,
396460.67,138388.41,25147050,2025/09/26 11:18:13+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF RIGGS PLACE NW,396460.67,138388.41,2,2B,3,301,Cluster 6,004202 1,4202,Precinct 15,38.91335323,-77.04080972,,2025/03/15 13:00:00+00,2025/03/15 14:00:00+00,811402659,
402158.31,138824.53,25147169,2025/09/26 16:20:47+00,DAY,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,11100,Precinct 72,38.91728642,-76.97511255,,2025/09/26 15:50:00+00,2025/09/26 16:15:00+00,811402660,
400384.78,136927.94,25147780,2025/09/27 16:13:48+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF H STREET NE,400384.78,136927.94,6,6A,1,104,Cluster 25,010602 2,10602,Precinct 83,38.90020385,-76.99556417,,2025/09/27 15:14:00+00,2025/09/27 16:10:00+00,811402661,
395076.17,140525.95,25149289,2025/09/30 15:08:04+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF CONNECTICUT AVENUE NW,395076.17,140525.95,3,3C,2,204,Cluster 15,001304 1,1304,Precinct 34,38.93260221,-77.05678882,,2025/09/30 00:10:00+00,2025/09/30 00:17:00+00,811402662,
401729.46,137250.6,25149432,2025/10/01 01:00:28+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 17TH PLACE NE,401729.46,137250.6,5,5D,5,507,Cluster 23,008903 3,8903,Precinct 78,38.90310887,-76.98006158,,2025/09/26 15:30:00+00,2025/09/30 15:40:00+00,811402663,
397636.97,145320.68,25150008,2025/10/01 21:05:14+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF DAHLIA STREET NW,397636.97,145320.68,4,4A,4,401,Cluster 40,010300 1,10300,Precinct 62,38.97580503,-77.02727045,,2025/10/01 15:30:00+00,2025/10/01 16:00:00+00,811402664,
393645.65,140765.55,25150622,2025/10/02 22:44:33+00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,1002,Precinct 29,38.93475141,-77.07328988,,2025/10/02 22:09:00+00,2025/10/02 22:40:00+00,811402665,
397921.33,138427.64,25423898,2025/09/06 14:01:16+00,DAY,OTHERS,THEFT F/AUTO,1710 - 1799 BLOCK OF 9TH STREET NW,397921.33,138427.64,2,2G,3,307,Cluster 7,004901 1,4901,Precinct 21,38.9137113,-77.02396792,,2025/09/06 03:30:00+00,2025/09/06 07:05:00+00,811402971,
396009.53,139485.83,25424295,2025/10/04 13:32:10+00,DAY,OTHERS,THEFT/OTHER,1847 - 1999 BLOCK OF CALVERT STREET NW,396009.53,139485.83,1,1C,3,303,Cluster 1,003902 1,3902,Precinct 35,38.92323722,-77.0460179,,2025/10/01 19:50:00+00,2025/10/01 19:51:00+00,811402972,
401830.06,130676.24,25150653,2025/10/02 23:57:28+00,EVENING,OTHERS,THEFT/OTHER,3411 - 3599 BLOCK OF STANTON ROAD SE,401830.06,130676.24,8,8E,7,704,Cluster 38,007409 3,7409,Precinct 116,38.8438842,-76.9789193,,2025/10/02 23:04:00+00,2025/10/02 23:29:00+00,811403048,
399226.6082,137726.6274,25150816,2025/10/03 14:26:50+00,DAY,OTHERS,ROBBERY,NORTH CAPITOL STREET NE AND NEW YORK AVENUE NE,399226.6082,137726.6274,5,5F,3,308,Cluster 21,010601 1,10601,Precinct 75,38.90739845,-77.00891673,NOMA,2025/10/03 09:48:00+00,2025/10/03 11:01:00+00,811403049,
397281.24,140197.68,25151082,2025/10/03 20:27:38+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF KENYON STREET NW,397281.24,140197.68,1,1A,3,302,Cluster 2,003000 1,3000,Precinct 39,38.92965464,-77.03135543,,2025/10/02 23:30:00+00,2025/10/03 13:00:00+00,811403050,
397798.98,134673.83,25151468,2025/10/04 16:16:54+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 49 BLOCK OF DISTRICT SQUARE SW,397798.98,134673.83,6,6D,1,103,Cluster 9,010202 5,10202,Precinct 142,38.87989531,-77.02536663,SOUTHWEST,2025/09/29 19:30:00+00,2025/09/29 21:00:00+00,811403051,
399214.79,137753.75,24152651,2025/09/08 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,6,6E,1,102,Cluster 8,004704 2,4704,Precinct 1,38.90764277,-77.00905302,,2024/10/02 17:18:00+00,2024/10/02 20:47:00+00,811404067,
396513.94,138552.71,25423981,2025/09/12 13:02:25+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF SWANN STREET NW,396513.94,138552.71,2,2B,3,301,Cluster 6,004201 3,4201,Precinct 141,38.91483351,-77.04019633,,2025/09/11 18:20:00+00,2025/09/11 18:25:00+00,811405973,
400924.55,137563.02,25424021,2025/09/16 12:01:29+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF OATES STREET NE,400924.55,137563.02,5,5D,5,506,Cluster 23,008802 3,8802,Precinct 77,38.90592447,-76.98934072,,2025/09/14 22:57:00+00,2025/09/14 22:58:00+00,811405974,
398943.6084,133729.35,25424025,2025/09/16 14:32:14+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 1ST STREET SW,398943.6084,133729.35,6,6D,1,105,Cluster 9,006400 2,6400,Precinct 127,38.87138918,-77.0121734,,2025/09/06 15:02:00+00,2025/09/15 16:00:00+00,811405975,
399759.74,138385.98,25424062,2025/09/18 21:02:20+00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF RANDOLPH PLACE NE,399759.74,138385.98,5,5F,5,502,Cluster 21,008702 3,8702,Precinct 75,38.91333843,-77.00277028,,2025/09/14 02:10:00+00,2025/09/14 02:13:00+00,811405976,
401606.03,136325.56,25424072,2025/09/19 13:31:16+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF D STREET NE,401606.03,136325.56,7,7D,5,507,Cluster 25,007901 3,7901,Precinct 81,38.89477601,-76.98148673,,2025/09/18 21:22:00+00,2025/09/18 21:25:00+00,811405977,
398099.1,137620.6,25424125,2025/09/24 14:33:29+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 7TH STREET NW,398099.1,137620.6,2,2G,3,308,Cluster 7,004802 2,4802,Precinct 18,38.90644161,-77.02191592,,2025/09/23 14:05:00+00,2025/09/23 15:20:00+00,811405978,
393697.56,140801.73,25138323,2025/09/10 14:50:25+00,DAY,OTHERS,BURGLARY,3400 - 3421 BLOCK OF WISCONSIN AVENUE NW,393697.56,140801.73,3,3A,2,203,Cluster 15,000600 4,600,Precinct 27,38.93507771,-77.0726915,,2025/09/10 13:01:00+00,2025/09/10 13:45:00+00,811406405,
394449.15,137479.06,25138354,2025/09/10 14:48:06+00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,202,Precinct 6,38.90515109,-77.0639959,GEORGETOWN,2025/09/10 14:18:00+00,2025/09/10 14:22:00+00,811406406,
397226.92,136542.42,25138416,2025/09/10 16:37:47+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 14TH STREET NW,397226.92,136542.42,2,2C,2,209,Cluster 8,005802 2,5802,Precinct 129,38.89672666,-77.03196713,DOWNTOWN,2025/09/09 15:00:00+00,2025/09/10 01:00:00+00,811406407,
398471.4,128004.19,25138649,2025/09/11 01:30:27+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5000 - 5099 BLOCK OF OVERLOOK AVENUE SW,398471.4,128004.19,8,8D,7,708,Cluster 44,010900 2,10900,Precinct 126,38.81981372,-77.01760221,,2025/09/03 23:00:00+00,2025/09/04 00:00:00+00,811406408,
398650.93,145225.01,25138915,2025/09/11 15:04:09+00,DAY,OTHERS,THEFT F/AUTO,200 - 399 BLOCK OF CARROLL STREET NW,398650.93,145225.01,4,4B,4,401,Cluster 17,001702 2,1702,Precinct 63,38.97494536,-77.0155687,,2025/09/10 14:30:00+00,2025/09/10 15:30:00+00,811406409,
400898.66,133037.64,25138918,2025/09/11 15:38:59+00,DAY,OTHERS,THEFT F/AUTO,2101 - 2199 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400898.66,133037.64,8,8A,7,701,Cluster 28,007503 1,7503,Precinct 114,38.86515815,-76.98964513,ANACOSTIA,2025/09/11 14:30:00+00,2025/09/11 14:40:00+00,811406410,
395579.08,139867.55,25140616,2025/09/14 13:07:41+00,DAY,OTHERS,THEFT F/AUTO,2200 - 2274 BLOCK OF CATHEDRAL AVENUE NW,395579.08,139867.55,3,3C,2,204,Cluster 15,000501 1,501,Precinct 136,38.92667381,-77.05098429,,2025/09/13 14:30:00+00,2025/09/13 17:30:00+00,811406411,
403516.7245,133455.8127,25141811,2025/09/16 17:36:11+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.7245,133455.8127,7,7B,6,605,Cluster 34,009901 2,9901,Precinct 109,38.86891865,-76.95947618,,2025/09/16 16:50:00+00,2025/09/16 16:58:00+00,811406412,
399490.94,134234.39,25138907,2025/09/11 14:54:39+00,DAY,OTHERS,THEFT/OTHER,1200 - 1253 BLOCK OF 1ST STREET SE,399490.94,134234.39,8,8F,1,106,Cluster 27,007201 1,7201,Precinct 131,38.87593927,-77.00586656,CAPITOL RIVERFRONT,2025/09/11 14:24:00+00,2025/09/11 14:53:00+00,811406452,
403955.26,135871.87,25139423,2025/09/12 18:30:03+00,DAY,OTHERS,THEFT/OTHER,3500 - 3531 BLOCK OF AMES STREET NE,403955.26,135871.87,7,7F,6,603,Cluster 32,009603 3,9603,Precinct 102,38.89068157,-76.95440895,,2025/09/12 12:09:00+00,2025/09/12 12:53:00+00,811406453,
397115.33,137709.95,25141383,2025/09/15 23:30:42+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF N STREET NW,397115.33,137709.95,2,2F,2,208,Cluster 7,005203 3,5203,Precinct 17,38.90724382,-77.03325841,,2025/09/15 21:30:00+00,,811406454,
394331.74,142951.67,25142565,2025/09/18 01:59:32+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF FESSENDEN STREET NW,394331.74,142951.67,3,3F,2,203,Cluster 12,001301 2,1301,Precinct 138,38.95444929,-77.06539472,,2025/09/14 15:54:00+00,2025/09/14 15:55:00+00,811406455,
405927.23,137780.67,25142753,2025/09/18 16:09:48+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 49TH STREET NE,405927.23,137780.67,7,7C,6,602,Cluster 31,007806 2,7806,Precinct 93,38.90786564,-76.93166221,,2025/09/18 12:00:00+00,2025/09/18 15:40:00+00,811406456,
406827.33,136094.55,25143955,2025/09/20 16:59:37+00,DAY,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF 56TH STREET NE,406827.33,136094.55,7,7C,6,608,Cluster 31,007808 3,7808,Precinct 96,38.89266994,-76.9213013,,2025/09/20 16:00:00+00,2025/09/20 16:20:00+00,811406457,
400518.36,141119.66,25144077,2025/09/21 02:04:23+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF QUINCY STREET NE,400518.36,141119.66,5,5B,4,405,Cluster 20,009504 1,9504,Precinct 68,38.93796417,-76.99402106,,2025/09/20 16:01:00+00,2025/09/20 21:00:00+00,811406458,
400134.84,137118.22,25144374,2025/09/21 11:29:18+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF 6TH STREET NE,400134.84,137118.22,6,6C,5,501,Cluster 25,010602 2,10602,Precinct 83,38.90191804,-76.9984455,,2025/09/21 10:11:00+00,2025/09/21 11:30:00+00,811406459,
400383.52,140498.27,25144380,2025/09/21 11:48:57+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF MONROE STREET NE,400383.52,140498.27,5,5F,5,502,Cluster 21,009201 1,9201,Precinct 74,38.93236657,-76.9955767,,2025/09/21 11:22:00+00,2025/09/21 11:48:00+00,811406460,
401550.2045,131514.5001,25144423,2025/09/21 15:00:21+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF JASPER PLACE SE,401550.2045,131514.5001,8,8C,7,704,Cluster 38,007404 3,7404,Precinct 117,38.85143616,-76.9821411,,2025/09/21 13:58:00+00,2025/09/21 14:44:00+00,811406461,
395165.26,140996.48,25144550,2025/09/21 20:08:49+00,EVENING,OTHERS,THEFT F/AUTO,2600 - 2899 BLOCK OF QUEBEC STREET NW,395165.26,140996.48,3,3C,2,203,Cluster 15,001304 4,1304,Precinct 34,38.93684138,-77.05576462,,2025/09/21 01:00:00+00,2025/09/21 19:20:00+00,811406462,
397330.13,138792.9,25142462,2025/09/17 23:38:54+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,4402,Precinct 22,38.91700008,-77.03078611,,2025/09/17 22:33:00+00,2025/09/17 23:00:00+00,811406790,
399027.37,137425.39,25142998,2025/09/19 02:23:27+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF BANNER LANE NW,399027.37,137425.39,6,6E,1,102,Cluster 8,004704 1,4704,Precinct 1,38.9046846,-77.0112134,,2025/09/18 22:29:00+00,2025/09/19 00:55:00+00,811406791,
405682.61,133941.55,25143042,2025/09/19 20:03:23+00,EVENING,OTHERS,THEFT/OTHER,4412 - 4499 BLOCK OF SOUTHERN AVENUE SE,405682.61,133941.55,7,7E,6,605,Cluster 33,007707 1,7707,Precinct 106,38.87328304,-76.9345143,,2025/09/18 23:57:00+00,2025/09/19 01:04:00+00,811406792,
400898.66,133037.64,25143861,2025/09/20 12:32:14+00,DAY,OTHERS,BURGLARY,2101 - 2199 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400898.66,133037.64,8,8A,7,701,Cluster 28,007503 1,7503,Precinct 114,38.86515815,-76.98964513,ANACOSTIA,2025/09/20 11:07:00+00,2025/09/20 12:00:00+00,811406793,
398847.64,138712.59,25143917,2025/09/20 15:21:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF THOMAS STREET NW,398847.64,138712.59,5,5E,3,306,Cluster 21,003301 2,3301,Precinct 135,38.91627992,-77.01328766,,2025/09/20 14:19:00+00,2025/09/20 15:11:00+00,811406794,
396326.74,139604.81,25145175,2025/09/22 23:09:40+00,EVENING,OTHERS,THEFT/OTHER,1730 - 1797 BLOCK OF LANIER PLACE NW,396326.74,139604.81,1,1C,3,303,Cluster 1,003901 2,3901,Precinct 35,38.92431041,-77.04236049,ADAMS MORGAN,2025/09/22 23:06:00+00,2025/09/22 23:08:00+00,811406795,
397171.11,137408.25,25145208,2025/09/23 01:00:22+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,10100,Precinct 17,38.90452619,-77.03261406,DOWNTOWN,2025/09/22 23:55:00+00,2025/09/23 00:25:00+00,811406796,
393455.55,141389.06,25145213,2025/09/23 00:25:30+00,EVENING,OTHERS,THEFT F/AUTO,3901 - 3999 BLOCK OF WISCONSIN AVENUE NW,393455.55,141389.06,3,3A,2,204,Cluster 14,001002 2,1002,Precinct 29,38.94036678,-77.07548841,,2025/09/20 20:00:00+00,2025/09/21 14:00:00+00,811406797,
397699.99,136718.62,25146156,2025/09/24 19:40:28+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF G STREET NW,397699.99,136718.62,2,2C,2,209,Cluster 8,005802 5,5802,Precinct 129,38.8983153,-77.02651433,DOWNTOWN,2025/09/24 18:31:00+00,2025/09/24 19:21:00+00,811406798,
400638.0715,135286.5068,25146557,2025/09/25 15:09:23+00,DAY,OTHERS,THEFT F/AUTO,300 - 339 BLOCK OF 10TH STREET SE,400638.0715,135286.5068,6,6B,1,107,Cluster 26,006700 3,6700,Precinct 88,38.88541707,-76.99264569,,2025/09/24 16:30:00+00,2025/09/24 16:45:00+00,811406799,
406332.3647,135883.9476,25146612,2025/09/25 17:36:45+00,DAY,OTHERS,THEFT F/AUTO,5200 - 5299 BLOCK OF AMES STREET NE,406332.3647,135883.9476,7,7C,6,608,Cluster 33,007808 1,7808,Precinct 96,38.89077647,-76.92700871,,2025/09/09 19:00:00+00,2025/09/24 14:00:00+00,811406800,
397660.88,142303.25,25146956,2025/09/26 04:31:15+00,MIDNIGHT,GUN,ROBBERY,4800 - 4817 BLOCK OF GEORGIA AVENUE NW,397660.88,142303.25,4,4E,4,404,Cluster 18,002002 1,2002,Precinct 54,38.94862332,-77.02698422,,2025/09/26 03:17:00+00,2025/09/26 04:26:00+00,811406801,
396171.05,137945.8,25147030,2025/09/26 08:56:20+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,5502,Precinct 14,38.90936484,-77.04414667,DUPONT CIRCLE,2025/09/26 07:55:00+00,2025/09/26 08:13:00+00,811406802,
400830.13,141099.15,25147331,2025/09/26 21:46:58+00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 12TH STREET NE,400830.13,141099.15,5,5B,5,504,Cluster 20,009504 1,9504,Precinct 68,38.93777917,-76.99042503,,2025/09/26 19:00:00+00,2025/09/26 20:20:00+00,811406803,
400594.86,139371.55,25148306,2025/09/28 17:23:46+00,DAY,KNIFE,THEFT/OTHER,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,400594.86,139371.55,5,5B,5,504,Cluster 22,009302 1,9302,Precinct 74,38.9222166,-76.9931402,,2025/09/28 16:34:00+00,2025/09/28 16:40:00+00,811406804,
391696.79,141919.06,25148852,2025/09/29 19:05:59+00,EVENING,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,391696.79,141919.06,3,3D,2,205,Cluster 13,000903 2,903,Precinct 9,38.94512631,-77.09578162,,2025/09/29 12:20:00+00,2025/09/29 18:30:00+00,811406805,
397228.31,137253.24,25149019,2025/09/30 00:18:54+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 14TH STREET NW,397228.31,137253.24,2,2C,2,209,Cluster 8,010100 3,10100,Precinct 129,38.90312998,-77.03195398,DOWNTOWN,2025/09/29 04:00:00+00,2025/09/30 00:22:00+00,811406806,
399345.92,138303.13,25145056,2025/09/23 01:16:01+00,EVENING,OTHERS,THEFT F/AUTO,10 - 99 BLOCK OF R STREET NE,399345.92,138303.13,5,5F,5,502,Cluster 21,008701 1,8701,Precinct 75,38.91259188,-77.00754169,,2025/09/22 15:25:00+00,2025/09/22 19:00:00+00,811406840,
406429.17,136659.24,25145682,2025/09/24 03:43:19+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF DIVISION AVENUE NE,406429.17,136659.24,7,7C,6,608,Cluster 31,007807 2,7807,Precinct 95,38.89775988,-76.92588561,,2025/09/23 21:23:00+00,2025/09/23 22:20:00+00,811406841,
398292.13,142745.68,25145765,2025/09/24 00:12:15+00,EVENING,OTHERS,THEFT F/AUTO,5100 - 5199 BLOCK OF 5TH STREET NW,398292.13,142745.68,4,4D,4,403,Cluster 18,002101 3,2101,Precinct 56,38.95261031,-77.01970319,,2025/09/19 13:34:00+00,2025/09/23 13:35:00+00,811406842,
401091.04,134295.54,25146162,2025/09/24 19:37:57+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1399 BLOCK OF M STREET SE,401091.04,134295.54,6,6B,1,106,Cluster 27,007100 1,7100,Precinct 91,38.87648961,-76.98742642,CAPITOL RIVERFRONT,2025/09/24 10:45:00+00,2025/09/24 16:58:00+00,811406843,
